iter	Logloss
0	0.5820959646
1	0.4951597583
2	0.4291930441
3	0.3809587426
4	0.3425129311
5	0.3115687651
6	0.2912030102
7	0.2712455678
8	0.2551632071
9	0.243156689
10	0.2326309515
11	0.221056367
12	0.2125113059
13	0.2058448905
14	0.1997729635
15	0.1950844536
16	0.1912165375
17	0.1879185618
18	0.1853252559
19	0.183253965
20	0.1817728964
21	0.1798888049
22	0.1782292541
23	0.1772524221
24	0.1758521509
25	0.1747115242
26	0.1740584776
27	0.173152502
28	0.1725962574
29	0.1714231468
30	0.170409844
31	0.1697115102
32	0.1690807722
33	0.1686330103
34	0.1680849131
35	0.167534459
36	0.1669630621
37	0.166622863
38	0.1660527709
39	0.1656713002
40	0.165325484
41	0.1651124278
42	0.1648820037
43	0.1646407663
44	0.1641571316
45	0.1640242066
46	0.1636672778
47	0.1636580438
48	0.1634962624
49	0.1634644763
50	0.1633873357
51	0.1630860011
52	0.1628219908
53	0.1625718638
54	0.16239294
55	0.1622889191
56	0.1621731721
57	0.1620220534
58	0.1619309171
59	0.1618673994
60	0.1616599961
61	0.16155509
62	0.161309521
63	0.161166093
64	0.1611078232
65	0.1610590297
66	0.1605741989
67	0.1605004241
68	0.1604278748
69	0.1603308811
70	0.1598568876
71	0.1597439299
72	0.1596051723
73	0.1595044266
74	0.159085062
75	0.1588647954
76	0.1582930736
77	0.1582145227
78	0.1580366096
79	0.1579280126
80	0.157610579
81	0.1575675006
82	0.1572385099
83	0.1569653518
84	0.1568787437
85	0.1565551567
86	0.1564537092
87	0.1562384615
88	0.1560830798
89	0.1559173581
90	0.1558186106
91	0.1557261072
92	0.1557007576
93	0.155661501
94	0.1555389586
95	0.1554234459
96	0.1552841575
97	0.1550900298
98	0.1549225131
99	0.1548214629
100	0.1545409187
101	0.1543180139
102	0.154235434
103	0.1542131689
104	0.1541813987
105	0.1540553916
106	0.1538972326
107	0.1537601681
108	0.1536338435
109	0.1534109579
110	0.1533186163
111	0.1531955286
112	0.1530621543
113	0.1528538738
114	0.1527699884
115	0.1527090958
116	0.1526106487
117	0.1524505222
118	0.1523367006
119	0.1522207958
120	0.1520883141
121	0.1519564932
122	0.1517788524
123	0.1517738966
124	0.1517168844
125	0.1516182643
126	0.1514959159
127	0.1512025265
128	0.1510683003
129	0.1509473201
130	0.150792908
131	0.1506069827
132	0.1505188681
133	0.1504029448
134	0.1503249998
135	0.1501458442
136	0.1499911011
137	0.149871908
138	0.1498063839
139	0.1496919865
140	0.1495980848
141	0.1495329385
142	0.1494759796
143	0.1492429791
144	0.1490332614
145	0.1488612516
146	0.148858581
147	0.1488093385
148	0.1486800427
149	0.1486365957
150	0.1486320586
151	0.1485682834
152	0.1484933519
153	0.1483793765
154	0.148341202
155	0.1482645368
156	0.1482234077
157	0.1481466576
158	0.1481420831
159	0.1480095653
160	0.1479901613
161	0.1478585038
162	0.1477262254
163	0.1475951453
164	0.1474732214
165	0.1473599074
166	0.1471902559
167	0.1470681396
168	0.1470134211
169	0.1469668907
170	0.1469300805
171	0.146801882
172	0.146614261
173	0.1465159264
174	0.146408423
175	0.1462214442
176	0.1461947752
177	0.1461289172
178	0.1459230616
179	0.1458023391
180	0.1456662143
181	0.1456278182
182	0.1455019861
183	0.1454499838
184	0.1453948272
185	0.1452614375
186	0.1452171617
187	0.1451017578
188	0.1449766939
189	0.1448615429
190	0.1447080133
191	0.1446561691
192	0.1445039487
193	0.1443919474
194	0.1441909592
195	0.1440120501
196	0.1439188048
197	0.1437057831
198	0.1435909274
199	0.1434945554
